x,y,theta
0.3428031250677588,1.5158152288404645,0.07845160582255088
0.39152809634156255,1.5196456425978144,-0.0008555268307391215
0.4408960991922373,1.5196034069364912,-0.03040519090606114
0.4903346220963226,1.518099755817978,-0.011316650055475278
0.5392711507701772,1.5175459346058504,0.058585941883612956
0.5871331709301602,1.5203531886636859,0.18355517193190432
0.6333481682926301,1.5289327633550602,0.3624866986782767
0.6773628444974595,1.545625088511864,0.5386630203272244
0.7192046647552796,1.5706303335189957,0.6556474776151693
0.7595713656727224,1.6016785483705214,0.7189841974206053
0.799197916723326,1.636362570541732,0.7363377952139769
0.838819287380626,1.672275237507917,0.7107288642572206
0.8791704471181594,1.7070093867443683,0.6404152548114397
0.9209828079352174,1.738167517796513,0.5469842868333571
0.96450271890232,1.7646695570460778,0.48424811860875555
1.0090035638423869,1.7880779963068851,0.4613784336385386
1.0536425022114986,1.810270991795929,0.47969716070427865
1.0975766934657336,1.833126699730202,0.5398054294172009
1.139963297061172,1.8585232763266972,0.6401451204277051
1.1799634756779382,1.8883141859102663,0.7576699053162227
1.2169139143310068,1.9232702707715805,0.8666137720260995
1.2503915367184557,1.9626805806304597,0.968437207333152
1.2799906140616994,2.0057271656558413,1.0664628054687002
1.3053054175821508,2.05159207601666,1.1639451393761628
1.325930218501224,2.0994573618818513,1.264086291246655
1.3414644460132208,2.1485070710059215,1.36008784534459
1.3520817282888025,2.1981476275719785,1.43258407972912
1.3590449860213818,2.248207318202603,1.47784990750463
1.3637387538835504,2.2985615283196963,1.4955526152290433
1.3675475665479002,2.3490856433451617,1.485803969639313
1.3718559586870223,2.3996550487009003,1.4487578371072098
1.3780484649735085,2.450145129808816,1.3863436741566866
1.3874311594632716,2.500434696073061,1.3301253883136304
1.3997117871838762,2.550472307180835,1.3080393625386706
1.4131065939738106,2.6002716111013893,1.3206249971454844
1.4257747630799065,2.649848745987068,1.3689935494611376
1.4358754777489957,2.6992198499902127,1.4555648050480754
1.44156792122791,2.7484010612631655,1.574684084166623
1.4413774384413516,2.797396358204458,1.6893679213820323
1.4355691655246596,2.846151943005861,1.787087830380012
1.4249244239513867,2.8945968760143983,1.8676044602220587
1.4102246173086876,2.9426602148502106,1.931764148910977
1.3922511491837162,2.990271017133436,1.9807982193685991
1.3717854231636282,3.0373583404842144,2.0135924781254713
1.3497357829003152,3.0838568596876024,2.0068899801690567
1.3283440140629654,3.1297602550422905,1.9429081277419602
1.3106491357078418,3.175097484845472,1.8300850907632804
1.298764075532569,3.219902788778475,1.7603319023026238
1.2902597074256814,3.264233712603584,1.7713251287139773
1.281332268421788,3.3081548555877553,1.8549635683776238
1.2686147447890628,3.3516973440501365,1.951574805136235
1.2514048279252716,3.3946882087014822,2.040225020112613
1.230004385655579,3.436877568178269,2.121951723031563
1.2047171227402975,3.4780154004220756,2.197924712851566
1.1758467439397382,3.5178516833744866,2.26931267251791
1.1436969540142128,3.5561363949770817,2.337237842482395
1.1085714577240338,3.592619513171448,2.402762511928755
1.070773959829512,3.627051015899163,2.466893773023442
1.0306081650909598,3.659180881101813,2.530597605098238
0.988377778268687,3.688759086720978,2.5948166395116994
